Id,Id2,Geography,Estimate; Total,Margin of Error; Total
0500000US18157,18157,"Tippecanoe County, Indiana",175628,*****
0500000US18159,18159,"Tipton County, Indiana",15834,*****
0500000US18161,18161,"Union County, Indiana",7420,*****
0500000US18163,18163,"Vanderburgh County, Indiana",180233,*****
0500000US18165,18165,"Vermillion County, Indiana",16098,*****
0500000US18167,18167,"Vigo County, Indiana",108084,*****
0500000US18169,18169,"Wabash County, Indiana",32650,*****
0500000US18171,18171,"Warren County, Indiana",8464,*****
0500000US18173,18173,"Warrick County, Indiana",60163,*****
0500000US18175,18175,"Washington County, Indiana",28064,*****
0500000US18177,18177,"Wayne County, Indiana",68557,*****
0500000US18179,18179,"Wells County, Indiana",27707,*****
0500000US18181,18181,"White County, Indiana",24542,*****
0500000US18183,18183,"Whitley County, Indiana",33274,*****
0500000US19001,19001,"Adair County, Iowa",7588,*****
0500000US19003,19003,"Adams County, Iowa",3973,*****
0500000US19005,19005,"Allamakee County, Iowa",14242,*****
0500000US19007,19007,"Appanoose County, Iowa",12808,*****
0500000US19009,19009,"Audubon County, Iowa",6002,*****
0500000US19011,19011,"Benton County, Iowa",25971,*****
0500000US19013,19013,"Black Hawk County, Iowa",131468,*****
0500000US19015,19015,"Boone County, Iowa",26310,*****
0500000US19017,19017,"Bremer County, Iowa",24387,*****
0500000US19019,19019,"Buchanan County, Iowa",20954,*****
0500000US19021,19021,"Buena Vista County, Iowa",20350,*****
0500000US19023,19023,"Butler County, Iowa",14909,*****
0500000US19025,19025,"Calhoun County, Iowa",9952,*****
0500000US19027,19027,"Carroll County, Iowa",20732,*****
0500000US19029,19029,"Cass County, Iowa",13793,*****
0500000US19031,19031,"Cedar County, Iowa",18452,*****
0500000US19033,19033,"Cerro Gordo County, Iowa",43932,*****
0500000US19035,19035,"Cherokee County, Iowa",12013,*****
0500000US19037,19037,"Chickasaw County, Iowa",12379,*****
0500000US19039,19039,"Clarke County, Iowa",9311,*****
0500000US19041,19041,"Clay County, Iowa",16604,*****
0500000US19043,19043,"Clayton County, Iowa",17990,*****
0500000US19045,19045,"Clinton County, Iowa",48896,*****
0500000US19047,19047,"Crawford County, Iowa",17205,*****
0500000US19049,19049,"Dallas County, Iowa",69526,*****
0500000US19051,19051,"Davis County, Iowa",8755,*****
0500000US19053,19053,"Decatur County, Iowa",8308,*****
0500000US19055,19055,"Delaware County, Iowa",17665,*****
0500000US19057,19057,"Des Moines County, Iowa",40301,*****
0500000US19059,19059,"Dickinson County, Iowa",16818,*****
0500000US19061,19061,"Dubuque County, Iowa",94411,*****
0500000US19063,19063,"Emmet County, Iowa",10141,*****
0500000US19065,19065,"Fayette County, Iowa",20822,*****
0500000US19067,19067,"Floyd County, Iowa",16177,*****
0500000US19069,19069,"Franklin County, Iowa",10623,*****
0500000US19071,19071,"Fremont County, Iowa",7291,*****
0500000US19073,19073,"Greene County, Iowa",9255,*****
0500000US19075,19075,"Grundy County, Iowa",12416,*****
0500000US19077,19077,"Guthrie County, Iowa",10843,*****
0500000US19079,19079,"Hamilton County, Iowa",15486,*****
0500000US19081,19081,"Hancock County, Iowa",11243,*****
0500000US19083,19083,"Hardin County, Iowa",17453,*****
0500000US19085,19085,"Harrison County, Iowa",14729,*****
0500000US19087,19087,"Henry County, Iowa",20188,*****
0500000US19089,19089,"Howard County, Iowa",9560,*****
0500000US19091,19091,"Humboldt County, Iowa",9776,*****
0500000US19093,19093,"Ida County, Iowa",7099,*****
0500000US19095,19095,"Iowa County, Iowa",16323,*****
0500000US19097,19097,"Jackson County, Iowa",19737,*****
0500000US19099,19099,"Jasper County, Iowa",36710,*****
0500000US19101,19101,"Jefferson County, Iowa",16800,*****
0500000US19103,19103,"Johnson County, Iowa",134034,*****
0500000US19105,19105,"Jones County, Iowa",20637,*****
0500000US19107,19107,"Keokuk County, Iowa",10428,*****
0500000US19109,19109,"Kossuth County, Iowa",15437,*****
0500000US19111,19111,"Lee County, Iowa",35736,*****
0500000US19113,19113,"Linn County, Iowa",213425,*****
0500000US19115,19115,"Louisa County, Iowa",11348,*****
0500000US19117,19117,"Lucas County, Iowa",8840,*****
0500000US19119,19119,"Lyon County, Iowa",11659,*****
0500000US19121,19121,"Madison County, Iowa",15606,*****
0500000US19123,19123,"Mahaska County, Iowa",22428,*****
0500000US19125,19125,"Marion County, Iowa",33318,*****
0500000US19127,19127,"Marshall County, Iowa",40800,*****
0500000US19129,19129,"Mills County, Iowa",14983,*****
0500000US19131,19131,"Mitchell County, Iowa",10739,*****
0500000US19133,19133,"Monona County, Iowa",9208,*****
0500000US19135,19135,"Monroe County, Iowa",8010,*****
0500000US19137,19137,"Montgomery County, Iowa",10625,*****
0500000US19139,19139,"Muscatine County, Iowa",42798,*****
0500000US19141,19141,"O'Brien County, Iowa",14249,*****
0500000US19143,19143,"Osceola County, Iowa",6335,*****
0500000US19145,19145,"Page County, Iowa",15838,*****
0500000US19147,19147,"Palo Alto County, Iowa",9352,*****
0500000US19149,19149,"Plymouth County, Iowa",24923,*****
0500000US19151,19151,"Pocahontas County, Iowa",7243,*****
0500000US19153,19153,"Polk County, Iowa",438307,*****
0500000US19155,19155,"Pottawattamie County, Iowa",92962,*****
0500000US19157,19157,"Poweshiek County, Iowa",18804,*****
0500000US19159,19159,"Ringgold County, Iowa",5107,*****
0500000US19161,19161,"Sac County, Iowa",10227,*****
0500000US19163,19163,"Scott County, Iowa",167080,*****
0500000US19165,19165,"Shelby County, Iowa",12088,*****
0500000US19167,19167,"Sioux County, Iowa",34050,*****
0500000US19169,19169,"Story County, Iowa",90750,*****
0500000US19171,19171,"Tama County, Iowa",17661,*****
0500000US19173,19173,"Taylor County, Iowa",6256,*****
0500000US19175,19175,"Union County, Iowa",12547,*****
0500000US19177,19177,"Van Buren County, Iowa",7517,*****
0500000US19179,19179,"Wapello County, Iowa",35469,*****
0500000US19181,19181,"Warren County, Iowa",46631,*****
0500000US19183,19183,"Washington County, Iowa",21834,*****
0500000US19185,19185,"Wayne County, Iowa",6382,*****
0500000US19187,19187,"Webster County, Iowa",37626,*****
0500000US19189,19189,"Winnebago County, Iowa",10732,*****
0500000US19191,19191,"Winneshiek County, Iowa",21038,*****
0500000US19193,19193,"Woodbury County, Iowa",102155,*****
0500000US19195,19195,"Worth County, Iowa",7562,*****
0500000US19197,19197,"Wright County, Iowa",13092,*****
0500000US20001,20001,"Allen County, Kansas",13318,*****
0500000US20003,20003,"Anderson County, Kansas",8021,*****
0500000US20005,20005,"Atchison County, Kansas",16839,*****
0500000US20007,20007,"Barber County, Kansas",4898,*****
0500000US20009,20009,"Barton County, Kansas",27602,*****
0500000US20011,20011,"Bourbon County, Kansas",15004,*****
0500000US20013,20013,"Brown County, Kansas",9969,*****
0500000US20015,20015,"Butler County, Kansas",65786,*****
0500000US20017,20017,"Chase County, Kansas",2763,*****
0500000US20019,20019,"Chautauqua County, Kansas",3614,*****
0500000US20021,20021,"Cherokee County, Kansas",21361,*****
0500000US20023,20023,"Cheyenne County, Kansas",2708,*****
0500000US20025,20025,"Clark County, Kansas",2188,*****
0500000US20027,20027,"Clay County, Kansas",8500,*****
0500000US20029,20029,"Cloud County, Kansas",9419,*****
0500000US20031,20031,"Coffey County, Kansas",8516,*****
0500000US20033,20033,"Comanche County, Kansas",1905,*****
0500000US20035,20035,"Cowley County, Kansas",36232,*****
0500000US20037,20037,"Crawford County, Kansas",39182,*****
0500000US20039,20039,"Decatur County, Kansas",2933,*****
0500000US20041,20041,"Dickinson County, Kansas",19734,*****
0500000US20043,20043,"Doniphan County, Kansas",7905,*****
0500000US20045,20045,"Douglas County, Kansas",112210,*****
0500000US20047,20047,"Edwards County, Kansas",2998,*****
0500000US20049,20049,"Elk County, Kansas",2782,*****
0500000US20051,20051,"Ellis County, Kansas",28746,*****
0500000US20053,20053,"Ellsworth County, Kansas",6454,*****
0500000US20055,20055,"Finney County, Kansas",36920,*****
0500000US20057,20057,"Ford County, Kansas",34217,*****
0500000US20059,20059,"Franklin County, Kansas",25870,*****
0500000US20061,20061,"Geary County, Kansas",35583,*****
0500000US20063,20063,"Gove County, Kansas",2835,128
0500000US20065,20065,"Graham County, Kansas",2604,*****
0500000US20067,20067,"Grant County, Kansas",7869,*****
0500000US20069,20069,"Gray County, Kansas",6012,*****
0500000US20071,20071,"Greeley County, Kansas",1202,96
0500000US20073,20073,"Greenwood County, Kansas",6582,*****
0500000US20075,20075,"Hamilton County, Kansas",2645,*****
0500000US20077,20077,"Harper County, Kansas",5951,*****
0500000US20079,20079,"Harvey County, Kansas",34722,*****
0500000US20081,20081,"Haskell County, Kansas",4219,*****
0500000US20083,20083,"Hodgeman County, Kansas",1946,*****
0500000US20085,20085,"Jackson County, Kansas",13430,*****
0500000US20087,20087,"Jefferson County, Kansas",18971,*****
0500000US20089,20089,"Jewell County, Kansas",3061,*****
0500000US20091,20091,"Johnson County, Kansas",552947,*****
0500000US20093,20093,"Kearny County, Kansas",3956,*****
0500000US20095,20095,"Kingman County, Kansas",7860,*****
0500000US20097,20097,"Kiowa County, Kansas",2527,*****
0500000US20099,20099,"Labette County, Kansas",21369,*****
0500000US20101,20101,"Lane County, Kansas",1616,128
0500000US20103,20103,"Leavenworth County, Kansas",77002,*****
0500000US20105,20105,"Lincoln County, Kansas",3199,*****
0500000US20107,20107,"Linn County, Kansas",9580,*****
0500000US20109,20109,"Logan County, Kansas",2775,*****
0500000US20111,20111,"Lyon County, Kansas",33624,*****
0500000US20113,20113,"McPherson County, Kansas",29297,*****
0500000US20115,20115,"Marion County, Kansas",12491,*****
0500000US20117,20117,"Marshall County, Kansas",10057,*****
0500000US20119,20119,"Meade County, Kansas",4486,*****
0500000US20121,20121,"Miami County, Kansas",32682,*****
0500000US20123,20123,"Mitchell County, Kansas",6368,*****
0500000US20125,20125,"Montgomery County, Kansas",34869,*****
0500000US20127,20127,"Morris County, Kansas",5869,*****
0500000US20129,20129,"Morton County, Kansas",3182,*****
0500000US20131,20131,"Nemaha County, Kansas",10149,*****
0500000US20133,20133,"Neosho County, Kansas",16477,*****
0500000US20135,20135,"Ness County, Kansas",3095,*****
0500000US20137,20137,"Norton County, Kansas",5640,*****
0500000US20139,20139,"Osage County, Kansas",16260,*****
0500000US20141,20141,"Osborne County, Kansas",3846,*****
0500000US20143,20143,"Ottawa County, Kansas",6078,*****
0500000US20145,20145,"Pawnee County, Kansas",6971,*****
0500000US20147,20147,"Phillips County, Kansas",5573,*****
0500000US20149,20149,"Pottawatomie County, Kansas",22009,*****
0500000US20151,20151,"Pratt County, Kansas",9730,*****
0500000US20153,20153,"Rawlins County, Kansas",2545,*****
0500000US20155,20155,"Reno County, Kansas",64319,*****
0500000US20157,20157,"Republic County, Kansas",4919,*****
0500000US20159,20159,"Rice County, Kansas",10055,*****
0500000US20161,20161,"Riley County, Kansas",73243,*****
0500000US20163,20163,"Rooks County, Kansas",5189,*****
0500000US20165,20165,"Rush County, Kansas",3233,*****
0500000US20167,20167,"Russell County, Kansas",6945,*****
0500000US20169,20169,"Saline County, Kansas",55633,*****
0500000US20171,20171,"Scott County, Kansas",4930,*****
0500000US20173,20173,"Sedgwick County, Kansas",500768,*****
0500000US20175,20175,"Seward County, Kansas",23146,*****
0500000US20177,20177,"Shawnee County, Kansas",178378,*****
0500000US20179,20179,"Sheridan County, Kansas",2553,*****
0500000US20181,20181,"Sherman County, Kansas",6063,*****
0500000US20183,20183,"Smith County, Kansas",3790,*****
0500000US20185,20185,"Stafford County, Kansas",4391,*****
0500000US20187,20187,"Stanton County, Kansas",2210,*****
0500000US20189,20189,"Stevens County, Kansas",5713,*****
0500000US20191,20191,"Sumner County, Kansas",23884,*****
0500000US20193,20193,"Thomas County, Kansas",7902,*****
0500000US20195,20195,"Trego County, Kansas",2981,*****
0500000US20197,20197,"Wabaunsee County, Kansas",7050,*****
0500000US20199,20199,"Wallace County, Kansas",1568,96
0500000US20201,20201,"Washington County, Kansas",5763,*****
0500000US20203,20203,"Wichita County, Kansas",2231,*****
0500000US20205,20205,"Wilson County, Kansas",9269,*****
0500000US20207,20207,"Woodson County, Kansas",3278,*****
0500000US20209,20209,"Wyandotte County, Kansas",158348,*****
0500000US21001,21001,"Adair County, Kentucky",18696,*****
0500000US21003,21003,"Allen County, Kentucky",20123,*****
0500000US21005,21005,"Anderson County, Kentucky",21575,*****
0500000US21007,21007,"Ballard County, Kentucky",8282,*****
0500000US21009,21009,"Barren County, Kentucky",42504,*****
0500000US21011,21011,"Bath County, Kentucky",11732,*****
0500000US21013,21013,"Bell County, Kentucky",28409,*****
0500000US21015,21015,"Boone County, Kentucky",121214,*****
0500000US21017,21017,"Bourbon County, Kentucky",19999,*****
0500000US21019,21019,"Boyd County, Kentucky",49314,*****
0500000US21021,21021,"Boyle County, Kentucky",28701,*****
0500000US21023,21023,"Bracken County, Kentucky",8472,*****
0500000US21025,21025,"Breathitt County, Kentucky",13776,*****
0500000US21027,21027,"Breckinridge County, Kentucky",20059,*****
0500000US21029,21029,"Bullitt County, Kentucky",75250,*****
0500000US21031,21031,"Butler County, Kentucky",12746,*****
0500000US21033,21033,"Caldwell County, Kentucky",12946,*****
0500000US21035,21035,"Calloway County, Kentucky",37383,*****
0500000US21037,21037,"Campbell County, Kentucky",90606,*****
0500000US21039,21039,"Carlisle County, Kentucky",5064,*****
0500000US21041,21041,"Carroll County, Kentucky",10902,*****
0500000US21043,21043,"Carter County, Kentucky",27493,*****
0500000US21045,21045,"Casey County, Kentucky",16006,*****
0500000US21047,21047,"Christian County, Kentucky",74169,*****
0500000US21049,21049,"Clark County, Kentucky",35608,*****
0500000US21051,21051,"Clay County, Kentucky",21633,*****
0500000US21053,21053,"Clinton County, Kentucky",10210,*****
0500000US21055,21055,"Crittenden County, Kentucky",9283,*****
0500000US21057,21057,"Cumberland County, Kentucky",6842,*****
0500000US21059,21059,"Daviess County, Kentucky",97230,*****
0500000US21061,21061,"Edmonson County, Kentucky",12148,*****
0500000US21063,21063,"Elliott County, Kentucky",7784,*****
0500000US21065,21065,"Estill County, Kentucky",14601,*****
0500000US21067,21067,"Fayette County, Kentucky",300843,*****
0500000US21069,21069,"Fleming County, Kentucky",14435,*****
0500000US21071,21071,"Floyd County, Kentucky",39448,*****
0500000US21073,21073,"Franklin County, Kentucky",49390,*****
0500000US21075,21075,"Fulton County, Kentucky",6650,*****
0500000US21077,21077,"Gallatin County, Kentucky",8525,*****
0500000US21079,21079,"Garrard County, Kentucky",16896,*****
0500000US21081,21081,"Grant County, Kentucky",24685,*****
0500000US21083,21083,"Graves County, Kentucky",37329,*****
0500000US21085,21085,"Grayson County, Kentucky",25833,*****
0500000US21087,21087,"Green County, Kentucky",11252,*****
0500000US21089,21089,"Greenup County, Kentucky",36822,*****
0500000US21091,21091,"Hancock County, Kentucky",8608,*****
0500000US21093,21093,"Hardin County, Kentucky",106211,*****
0500000US21095,21095,"Harlan County, Kentucky",29012,*****
0500000US21097,21097,"Harrison County, Kentucky",18693,*****
0500000US21099,21099,"Hart County, Kentucky",18345,*****
0500000US21101,21101,"Henderson County, Kentucky",46303,*****
0500000US21103,21103,"Henry County, Kentucky",15425,*****
0500000US21105,21105,"Hickman County, Kentucky",4834,*****
0500000US21107,21107,"Hopkins County, Kentucky",46810,*****
0500000US21109,21109,"Jackson County, Kentucky",13418,*****
0500000US21111,21111,"Jefferson County, Kentucky",746580,*****
0500000US21113,21113,"Jessamine County, Kentucky",49112,*****
0500000US21115,21115,"Johnson County, Kentucky",23377,*****
0500000US21117,21117,"Kenton County, Kentucky",160828,*****
0500000US21119,21119,"Knott County, Kentucky",16217,*****
0500000US21121,21121,"Knox County, Kentucky",31865,*****
0500000US21123,21123,"Larue County, Kentucky",14149,*****
0500000US21125,21125,"Laurel County, Kentucky",59178,*****
0500000US21127,21127,"Lawrence County, Kentucky",15877,*****
0500000US21129,21129,"Lee County, Kentucky",7554,*****
0500000US21131,21131,"Leslie County, Kentucky",11220,*****
0500000US21133,21133,"Letcher County, Kentucky",24202,*****
0500000US21135,21135,"Lewis County, Kentucky",13859,*****
0500000US21137,21137,"Lincoln County, Kentucky",24602,*****
0500000US21139,21139,"Livingston County, Kentucky",9467,*****
0500000US21141,21141,"Logan County, Kentucky",26822,*****
0500000US21143,21143,"Lyon County, Kentucky",8394,*****
0500000US21145,21145,"McCracken County, Kentucky",65610,*****
0500000US21147,21147,"McCreary County, Kentucky",18163,*****
0500000US21149,21149,"McLean County, Kentucky",9524,*****
0500000US21151,21151,"Madison County, Kentucky",83976,*****
0500000US21153,21153,"Magoffin County, Kentucky",13179,*****
0500000US21155,21155,"Marion County, Kentucky",19943,*****
0500000US21157,21157,"Marshall County, Kentucky",31296,*****
0500000US21159,21159,"Martin County, Kentucky",12835,*****
0500000US21161,21161,"Mason County, Kentucky",17452,*****
0500000US21163,21163,"Meade County, Kentucky",29028,*****
0500000US21165,21165,"Menifee County, Kentucky",6334,*****
0500000US21167,21167,"Mercer County, Kentucky",21313,*****
0500000US21169,21169,"Metcalfe County, Kentucky",10043,*****
0500000US21171,21171,"Monroe County, Kentucky",10874,*****
0500000US21173,21173,"Montgomery County, Kentucky",26762,*****
0500000US21175,21175,"Morgan County, Kentucky",13657,*****
0500000US21177,21177,"Muhlenberg County, Kentucky",31427,*****
0500000US21179,21179,"Nelson County, Kentucky",43905,*****
0500000US21181,21181,"Nicholas County, Kentucky",7085,*****
0500000US21183,21183,"Ohio County, Kentucky",23955,*****
0500000US21185,21185,"Oldham County, Kentucky",60940,*****
0500000US21187,21187,"Owen County, Kentucky",10807,*****
0500000US21189,21189,"Owsley County, Kentucky",4738,*****
0500000US21191,21191,"Pendleton County, Kentucky",14714,*****
0500000US21193,21193,"Perry County, Kentucky",28488,*****
0500000US21195,21195,"Pike County, Kentucky",64473,*****
0500000US21197,21197,"Powell County, Kentucky",12582,*****
0500000US21199,21199,"Pulaski County, Kentucky",63369,*****
0500000US21201,21201,"Robertson County, Kentucky",2254,*****
0500000US21203,21203,"Rockcastle County, Kentucky",16997,*****
0500000US21205,21205,"Rowan County, Kentucky",23425,*****
0500000US21207,21207,"Russell County, Kentucky",17636,*****
0500000US21209,21209,"Scott County, Kentucky",48149,*****
0500000US21211,21211,"Shelby County, Kentucky",42911,*****
0500000US21213,21213,"Simpson County, Kentucky",17443,*****
0500000US21215,21215,"Spencer County, Kentucky",17303,*****
0500000US21217,21217,"Taylor County, Kentucky",24585,*****
0500000US21219,21219,"Todd County, Kentucky",12505,*****
0500000US21221,21221,"Trigg County, Kentucky",14289,*****
0500000US21223,21223,"Trimble County, Kentucky",8818,*****
0500000US21225,21225,"Union County, Kentucky",15138,*****
0500000US21227,21227,"Warren County, Kentucky",115438,*****
0500000US21229,21229,"Washington County, Kentucky",11774,*****
0500000US21231,21231,"Wayne County, Kentucky",20797,*****
0500000US21233,21233,"Webster County, Kentucky",13564,*****
0500000US21235,21235,"Whitley County, Kentucky",35718,*****
0500000US21237,21237,"Wolfe County, Kentucky",7299,*****
0500000US21239,21239,"Woodford County, Kentucky",24988,*****
0500000US22001,22001,"Acadia Parish, Louisiana",61847,*****
0500000US22003,22003,"Allen Parish, Louisiana",25674,*****
0500000US22005,22005,"Ascension Parish, Louisiana",109920,*****
0500000US22007,22007,"Assumption Parish, Louisiana",23268,*****
0500000US22009,22009,"Avoyelles Parish, Louisiana",41765,*****
0500000US22011,22011,"Beauregard Parish, Louisiana",35891,*****
0500000US22013,22013,"Bienville Parish, Louisiana",14229,*****
0500000US22015,22015,"Bossier Parish, Louisiana",119947,*****
0500000US22017,22017,"Caddo Parish, Louisiana",255551,*****
0500000US22019,22019,"Calcasieu Parish, Louisiana",193528,*****
0500000US22021,22021,"Caldwell Parish, Louisiana",10083,*****
0500000US22023,22023,"Cameron Parish, Louisiana",6789,*****
0500000US22025,22025,"Catahoula Parish, Louisiana",10332,*****
0500000US22027,22027,"Claiborne Parish, Louisiana",16964,*****
0500000US22029,22029,"Concordia Parish, Louisiana",20652,*****
0500000US22031,22031,"De Soto Parish, Louisiana",26813,*****
0500000US22033,22033,"East Baton Rouge Parish, Louisiana",441901,*****
0500000US22035,22035,"East Carroll Parish, Louisiana",7674,*****
0500000US22037,22037,"East Feliciana Parish, Louisiana",20111,*****
0500000US22039,22039,"Evangeline Parish, Louisiana",33793,*****
0500000US22041,22041,"Franklin Parish, Louisiana",20699,*****
0500000US22043,22043,"Grant Parish, Louisiana",22113,*****
0500000US22045,22045,"Iberia Parish, Louisiana",73551,*****
0500000US22047,22047,"Iberville Parish, Louisiana",33360,*****
0500000US22049,22049,"Jackson Parish, Louisiana",16217,*****
0500000US22051,22051,"Jefferson Parish, Louisiana",433477,*****
0500000US22053,22053,"Jefferson Davis Parish, Louisiana",31498,*****
0500000US22055,22055,"Lafayette Parish, Louisiana",224719,*****
0500000US22057,22057,"Lafourche Parish, Louisiana",96755,*****
0500000US22059,22059,"LaSalle Parish, Louisiana",14843,*****
0500000US22061,22061,"Lincoln Parish, Louisiana",46926,*****
0500000US22063,22063,"Livingston Parish, Louisiana",130192,*****
0500000US22065,22065,"Madison Parish, Louisiana",12049,*****
0500000US22067,22067,"Morehouse Parish, Louisiana",27603,*****
0500000US22069,22069,"Natchitoches Parish, Louisiana",39403,*****
0500000US22071,22071,"Orleans Parish, Louisiana",357013,*****
0500000US22073,22073,"Ouachita Parish, Louisiana",154641,*****
0500000US22075,22075,"Plaquemines Parish, Louisiana",23385,*****
0500000US22077,22077,"Pointe Coupee Parish, Louisiana",22736,*****
0500000US22079,22079,"Rapides Parish, Louisiana",132034,*****
0500000US22081,22081,"Red River Parish, Louisiana",9028,*****
0500000US22083,22083,"Richland Parish, Louisiana",20816,*****
0500000US22085,22085,"Sabine Parish, Louisiana",24286,*****
0500000US22087,22087,"St. Bernard Parish, Louisiana",38850,*****
0500000US22089,22089,"St. Charles Parish, Louisiana",52627,*****
0500000US22091,22091,"St. Helena Parish, Louisiana",11062,*****
0500000US22093,22093,"St. James Parish, Louisiana",21916,*****
0500000US22095,22095,"St. John the Baptist Parish, Louisiana",45139,*****
0500000US22097,22097,"St. Landry Parish, Louisiana",83534,*****
0500000US22099,22099,"St. Martin Parish, Louisiana",52559,*****
0500000US22101,22101,"St. Mary Parish, Louisiana",54078,*****
0500000US22103,22103,"St. Tammany Parish, Louisiana",236832,*****
0500000US22105,22105,"Tangipahoa Parish, Louisiana",122665,*****
0500000US22107,22107,"Tensas Parish, Louisiana",5105,*****
0500000US22109,22109,"Terrebonne Parish, Louisiana",111868,*****
0500000US22111,22111,"Union Parish, Louisiana",22576,*****
0500000US22113,22113,"Vermilion Parish, Louisiana",58394,*****
0500000US22115,22115,"Vernon Parish, Louisiana",52510,*****
0500000US22117,22117,"Washington Parish, Louisiana",46935,*****
0500000US22119,22119,"Webster Parish, Louisiana",41039,*****
0500000US22121,22121,"West Baton Rouge Parish, Louisiana",24012,*****
0500000US22123,22123,"West Carroll Parish, Louisiana",11540,*****
0500000US22125,22125,"West Feliciana Parish, Louisiana",15522,*****
0500000US22127,22127,"Winn Parish, Louisiana",15129,*****
0500000US23001,23001,"Androscoggin County, Maine",107634,*****
0500000US23003,23003,"Aroostook County, Maine",71230,*****
0500000US23005,23005,"Cumberland County, Maine",283046,*****
0500000US23007,23007,"Franklin County, Maine",30660,*****
0500000US23009,23009,"Hancock County, Maine",54557,*****
0500000US23011,23011,"Kennebec County, Maine",121757,*****
0500000US23013,23013,"Knox County, Maine",39694,*****
0500000US23015,23015,"Lincoln County, Maine",34297,*****
0500000US23017,23017,"Oxford County, Maine",57657,*****
0500000US23019,23019,"Penobscot County, Maine",153649,*****
0500000US23021,23021,"Piscataquis County, Maine",17343,*****
0500000US23023,23023,"Sagadahoc County, Maine",35194,*****
0500000US23025,23025,"Somerset County, Maine",51942,*****
0500000US23027,23027,"Waldo County, Maine",38819,*****
0500000US23029,23029,"Washington County, Maine",32621,*****
0500000US23031,23031,"York County, Maine",198220,*****
0500000US24001,24001,"Allegany County, Maryland",74394,*****
0500000US24003,24003,"Anne Arundel County, Maryland",544426,*****
0500000US24005,24005,"Baltimore County, Maryland",812261,*****
0500000US24009,24009,"Calvert County, Maryland",89332,*****
0500000US24011,24011,"Caroline County, Maryland",32871,*****
0500000US24013,24013,"Carroll County, Maryland",167261,*****
0500000US24015,24015,"Cecil County, Maryland",101435,*****
0500000US24017,24017,"Charles County, Maryland",148957,*****
0500000US24019,24019,"Dorchester County, Maryland",32617,*****
0500000US24021,24021,"Frederick County, Maryland",236668,*****
0500000US24023,24023,"Garrett County, Maryland",30014,*****
0500000US24025,24025,"Harford County, Maryland",246664,*****
0500000US24027,24027,"Howard County, Maryland",293821,*****
0500000US24029,24029,"Kent County, Maryland",20130,*****
0500000US24031,24031,"Montgomery County, Maryland",989474,*****
0500000US24033,24033,"Prince George's County, Maryland",873481,*****
0500000US24035,24035,"Queen Anne's County, Maryland",48166,*****
0500000US24037,24037,"St. Mary's County, Maryland",107079,*****
0500000US24039,24039,"Somerset County, Maryland",26347,*****
0500000US24041,24041,"Talbot County, Maryland",37859,*****
0500000US24043,24043,"Washington County, Maryland",148435,*****
0500000US24045,24045,"Wicomico County, Maryland",99683,*****
0500000US24047,24047,"Worcester County, Maryland",51479,*****
0500000US24510,24510,"Baltimore city, Maryland",621445,*****
0500000US25001,25001,"Barnstable County, Massachusetts",215449,*****
0500000US25003,25003,"Berkshire County, Massachusetts",130545,*****
0500000US25005,25005,"Bristol County, Massachusetts",549870,*****
0500000US25007,25007,"Dukes County, Massachusetts",16739,*****
0500000US25009,25009,"Essex County, Massachusetts",750808,*****
0500000US25011,25011,"Franklin County, Massachusetts",71408,*****
0500000US25013,25013,"Hampden County, Massachusetts",465144,*****
0500000US25015,25015,"Hampshire County, Massachusetts",159267,*****
0500000US25017,25017,"Middlesex County, Massachusetts",1522533,*****
0500000US25019,25019,"Nantucket County, Massachusetts",10224,*****
0500000US25021,25021,"Norfolk County, Massachusetts",677296,*****
0500000US25023,25023,"Plymouth County, Massachusetts",497386,*****
0500000US25025,25025,"Suffolk County, Massachusetts",735701,*****
0500000US25027,25027,"Worcester County, Massachusetts",802688,*****
0500000US26001,26001,"Alcona County, Michigan",10785,*****
0500000US26003,26003,"Alger County, Michigan",9497,*****
0500000US26005,26005,"Allegan County, Michigan",111742,*****
0500000US26007,26007,"Alpena County, Michigan",29399,*****
0500000US26009,26009,"Antrim County, Michigan",23504,*****
0500000US26011,26011,"Arenac County, Michigan",15753,*****
0500000US26013,26013,"Baraga County, Michigan",8787,*****
0500000US26015,26015,"Barry County, Michigan",59121,*****
0500000US26017,26017,"Bay County, Michigan",107312,*****
0500000US26019,26019,"Benzie County, Michigan",17474,*****
0500000US26021,26021,"Berrien County, Michigan",156290,*****
0500000US26023,26023,"Branch County, Michigan",44398,*****
0500000US26025,26025,"Calhoun County, Michigan",135534,*****
0500000US26027,26027,"Cass County, Michigan",52212,*****
0500000US26029,26029,"Charlevoix County, Michigan",26030,*****
0500000US26031,26031,"Cheboygan County, Michigan",25985,*****
0500000US26033,26033,"Chippewa County, Michigan",38760,*****
0500000US26035,26035,"Clare County, Michigan",30823,*****
0500000US26037,26037,"Clinton County, Michigan",75802,*****
0500000US26039,26039,"Crawford County, Michigan",14017,*****
0500000US26041,26041,"Delta County, Michigan",36967,*****
0500000US26043,26043,"Dickinson County, Michigan",26201,*****
0500000US26045,26045,"Eaton County, Michigan",107920,*****
0500000US26047,26047,"Emmet County, Michigan",32858,*****
0500000US26049,26049,"Genesee County, Michigan",421575,*****
0500000US26051,26051,"Gladwin County, Michigan",25664,*****
0500000US26053,26053,"Gogebic County, Michigan",16179,*****
0500000US26055,26055,"Grand Traverse County, Michigan",88182,*****
